firm,site_name,role,operator,city,country,address,lat,lon,coord_precision,status,gpu_count,gpu_type,power_mw,power_basis,capacity_note,confidence,evidence_count,evidence_url
Tibra Capital,Tibra Austinmer HQ (on-prem trading floor),on_prem_hq,self,Austinmer,Australia,"108 Lawrence Hargrave Drive, Austinmer NSW 2515",-34.3072,150.9297,exact,operational,,,,,"Headquarters with an on-site trading floor (firm refers to 'the trading floor of our Austinmer office'). No public disclosure of server-room size, power, or compute specs. Symbolic on-prem HQ pin; compute footprint not quantified in the public record.",confirmed,3,https://www.tibra.com/contact/
Tower Research Capital,Tower Research Capital — 120 Broadway global HQ,on_prem_hq,self,New York,USA,,40.7085,-74.0102,exact,operational,,,,,"Global HQ and centralized engineering base (research computing, market connectivity, data systems). It is an office, not a raised-floor data center; production compute sits in colocation and the Palisades datacenter, not on the office floors. 121,903 sf lease across floors 37-39, occupied from Q4 2024.",confirmed,3,https://tower-research.com/offices/
Tower Research Capital,Tower Research Capital — Chicago office data-center operation,colocation,self,Chicago,USA,,41.8895,-87.6265,city_level,operational,,,,,"A single Tower ATS posting (internally inconsistent, headlined for Palisades) also states Tower seeks a Data Center Technician for its Chicago office; Tower's offices page confirms a Chicago office at 330 N Wabash. No named facility, floor area, GPU, or MW figures are disclosed. Chicago data-center operation is inferred from the technician posting plus the office.",reported,2,https://jobs.smartrecruiters.com/TowerResearchCapitalLLC/88838026-datacenter-asset-management-technician
Tower Research Capital,"Tower Research Capital — Palisades, NY data center",self_build_dc,self,Palisades,USA,,41.0129,-73.9068,city_level,operational,,,,,"Tower's own applicant-tracking system states it operates a datacenter located in Palisades, NY, and staffs it with datacenter asset-management technicians. No floor area, rack count, GPU, or MW figures are disclosed publicly.",confirmed,1,https://jobs.smartrecruiters.com/TowerResearchCapitalLLC/88838026-datacenter-asset-management-technician
Tower Research Capital,Tower Research Capital — global exchange colocation footprint,colocation,multiple exchange/colocation providers (unnamed in public record),multiple,global,,,,symbolic,operational,,,,,"Tower's engineering page states it runs 'dozens of colocation centers around the world', constantly tuning hardware, supporting 12+ global offices and 150+ trading venues. Individual facilities, cities, and MW are not disclosed.",confirmed,2,https://tower-research.com/engineering/
Two Sigma,"Two Sigma private datacenters + Google Cloud (symbolic pin at NYC HQ, 100 Avenue of the Americas)",on_prem_hq,"self (own facilities, undisclosed locations) + Google Cloud",New York,United States,,40.7215,-74.0043,symbolic,operational,,"NVIDIA GPUs via Google Cloud (used through GKE + Kueue for ML research, per Google Cloud blog). NO specific GPU model is attributed to Two Sigma in any source; the earlier L4/G2-VM detail is Google's general product line, not stated for Two Sigma, and is stripped. No owned-DC GPU model disclosed.",,"No site-total MW is public. Only a single-team monthly ENERGY figure exists: one trading engine's production hosts consumed 27 MWh in Jan 2023, cut to 10 MWh by Jan 2024 (firm's own post) — a per-team monthly energy figure, not a facility power (MW) rating. Not a power_mw basis.","Hybrid footprint, geography deliberately undisclosed (absence is the finding). OWNED DCs: firm states it 'maintains a sizable computing footprint in our own facilities' and 'does not always own the data centers it uses, but is sometimes a tenant of colocation centers' (2024 sustainability posts). Primary-source ATLAS trace (USENIX ATC 2018, Two Sigma co-authored) confirms TWO Two Sigma datacenters",confirmed,5,https://www.twosigma.com/articles/improving-compute-sustainability-a-case-study/
Ubiquant (九坤),Ubiquant 'Bei Ming' AI supercomputing cluster (北溟 / 北冥超算集群),office_hpc,self,Beijing,China,,39.9998,116.3268,city_level,operational,,,,,"Self-built GPU supercomputing cluster named 'Bei Ming' (北溟, also written 北冥), built from 2019. GM/CEO Wang Chen (王琛) is reported to have invested over RMB 100m in 2020 to build it for strategy research and trading. Tied to Ubiquant's AI Lab and reported to underpin its open-source IQuest-Coder-V1 LLM family (7B/14B/40B, released ~Jan 2026). Physical location, GPU count, chip type, and power (MW) a",reported,5,https://app-web.chnfund.com/yhrw/gdft/202104/t20210425_3115051.html
Vatic Labs (Vatic Investments),"Vatic Labs / Vatic Investments HQ (New York, Midtown)",on_prem_hq,self,New York,United States,,40.7555,-73.9835,city_level,operational,,,,,"Corporate HQ / office of the AI-quant trading firm. Built In lists an 'OnSite Workspace' with ~31 employees. No public disclosure of an on-prem HPC/GPU room, data hall, or MW capacity. Any office compute is undisclosed.",confirmed,2,https://www.vaticlabs.ai/
Vatic Labs (Vatic Investments),Vatic Labs cloud compute (unnamed region),cloud_region,cloud (region unnamed; firm job postings cite a 'cloud computing environment' and Kubernetes),New York,United States,,40.7555,-73.9835,symbolic,operational,,,,,"Compute appears at least partly cloud-based: Vatic's own Greenhouse engineering job postings require experience with 'large-scale, distributed systems, preferably in a cloud computing environment' and list Kubernetes for CI/CD. No named cloud region, colocation hall, GPU count, or MW figure is public. The specific 'Google Compute Engine' attribution came only from a third-party aggregator (ZoomInf",inferred,1,https://job-boards.greenhouse.io/vaticlabs/jobs/52951
Virtu Financial,"Cyxtera / Centersquare NJ2 (Weehawken) — POSIT backup servers, VAL secondary ATS address",colocation,Cyxtera (now Centersquare),Weehawken,United States,"300 John F. Kennedy Blvd E., Weehawken, NJ 07086",40.7615,-74.026,exact,operational,,,,,Listed in Virtu Americas' ATS-N as the SECONDARY physical street address of the POSIT NMS-stock ATS matching system; hosts POSIT's backup servers. VAL offers direct cross-connects here and its cross-connects terminate on VAL-owned/managed switches. No firm-specific power/MW disclosed.,confirmed,2,https://www.sec.gov/Archives/edgar/data/1457716/000145771626000003/Exhibit3.pdf
Virtu Financial,Equinix NY5 (Secaucus) — POSIT / Virtu Americas primary matching system cage,colocation,Equinix,Secaucus,United States,"800 Secaucus Road, Secaucus, NJ 07094",40.7786,-74.0723,exact,operational,,,,,"Primary physical location of Virtu Americas LLC's POSIT NMS-stock ATS matching system. VAL owns/operates its own cage here and owns/maintains all its computer hardware, cabinets and network switches; Subscribers may not co-locate in VAL's cage. No firm-specific power/MW disclosed.",confirmed,3,https://www.sec.gov/Archives/edgar/data/1457716/000145771626000003/Exhibit3.pdf
Virtu Financial,"STACK (ex-DigiPlex) Stockholm STO01, Upplands Väsby — Virtu European low-latency trading tech",colocation,STACK Infrastructure (formerly DigiPlex),Upplands Väsby (Stockholm),Sweden,"Smedbyvägen 6, 194 61 Upplands Väsby, Sweden",59.509861,17.897369,exact,operational,,,,,Virtu co-locates its low-latency electronic trading technology here to serve Nordic/European primary exchanges and MTFs. Operator press release (13 Oct 2021) names Virtu as tenant with a Virtu CEO quote. Facility-level campus power not attributable to Virtu; no Virtu-specific cage MW disclosed. DigiPlex and STACK releases are the SAME 13 Oct 2021 announcement (DigiPlex rebranded STACK on 1 Mar 202,confirmed,3,https://www.prnewswire.com/news-releases/virtu-financial-selects-digiplex-to-host-low-latency-electronic-trading-technology-301398880.html
Virtu Financial,"Virtu Financial global headquarters — 1633 Broadway, New York",on_prem_hq,self,New York,United States,"1633 Broadway, 41st Floor, New York, NY 10019",40.762093,-73.984656,exact,operational,,,,,"Corporate HQ and technology hub. No documented on-prem data-center hall or HPC/GPU room here — Virtu's disclosed production POSIT matching/backup runs in colocation (Equinix NY5 primary, Cyxtera NJ2 backup), not at HQ. Symbolic HQ/office pin, not a compute hall.",confirmed,2,https://www.virtu.com/contact/
Voleon Group,"Voleon HQ / on-prem research compute cluster, Berkeley",office_hpc,self,Berkeley,USA,"1919 Shattuck Avenue, Berkeley, CA 94704",37.8756,-122.2686,exact,operational,,,,,"Berkeley HQ of an ML-native quant manager. Voleon's own careers pages describe a 'research compute cluster' that is the 'core of R&D' and state SRE staff 'support both on-prem and cloud infrastructure', naming HPC frameworks Slurm/Kueue/AWS-GCP Batch and ML systems Kubeflow/MLflow/Horovod — an explicit on-prem HPC signal. The on-prem cluster's exact physical location is NOT publicly disclosed (may",confirmed,4,https://reports.adviserinfo.sec.gov/reports/ADV/147443/PDF/147443.pdf
Voleon Group,Voleon cloud compute (AWS / GCP) - region undisclosed,cloud_region,Amazon Web Services / Google Cloud,Berkeley,USA,,37.8756,-122.2686,symbolic,operational,,,,,"Voleon's own careers pages and independent job-board copy name AWS and GCP (AWS/GCP Batch, cloud-native tooling) as the cloud half of a hybrid research/production compute stack. No specific cloud region, zone, or facility is disclosed; no MW/GPU figures public. Symbolic representation of the cloud portion of the hybrid cluster.",inferred,2,https://jobs.lever.co/voleon/18242a58-4148-496f-90f2-4f28a6b8be6e
Wanyan Asset Management (顽岩资产),"Wanyan Asset Management HQ — Lujiazui Financial Plaza, Tower 3, 11F",on_prem_hq,self (leased office floor; building operator Shanghai Lujiazui),Shanghai,China,"826 Century Avenue (世纪大道826号), Lujiazui Financial Plaza (陆家嘴金融广场) Tower 3, 11th Floor, Pudong New Area",31.2352,121.5089,exact,operational,,,,,"Firm's operational HQ / leased office floor only. NO public data-center, colocation, cloud-region, GPU/HPC, or MW disclosure exists for this firm. The building (陆家嘴金融广场) is a Grade-A office complex, not a data facility; Wanyan leases the 11th floor of Tower 3 (a ~20-floor tower). Firm publicly frames 'math + AI' as core technology and reports ~17 IT R&D staff, but discloses zero physical compute f",confirmed,3,https://gs.amac.org.cn/amac-infodisc/res/pof/manager/101000046205.html
Wintermute,Wintermute London HQ,on_prem_hq,self,London,United Kingdom,"41 Lothbury, London, EC2R 7HF",51.5155,-0.0893,exact,operational,,,,,"Global HQ and primary engineering/trading office. Office pin only. No on-site data centre, HPC room, named colocation cage, or named compute facility is disclosed in the public record; Wintermute's trading is described only generically as algorithmic liquidity provision across crypto exchanges via APIs. Not a documented compute site.",confirmed,2,https://find-and-update.company-information.service.gov.uk/company/10882520
Wintermute,Wintermute New York (US HQ),on_prem_hq,self,New York,United States,,40.7128,-74.006,city_level,operational,,,,,"US headquarters announced May 2025 with an initial team of five to ten, focused on OTC and derivatives for US counterparties. Office only — no on-site data centre or named compute facility disclosed. Office pin, not a documented compute site.",confirmed,2,https://www.prnewswire.com/news-releases/wintermute-officially-enters-us-with-new-york-city-hq-and-heavyweight-crypto-hire-302455974.html
Wintermute,Wintermute Singapore (Asia HQ),on_prem_hq,self,Singapore,Singapore,"21B Bukit Pasoh Road, Singapore 089835",1.2793,103.8395,exact,operational,,,,,"Asian headquarters (Singapore entity incorporated Mar 2021; formally announced as Asia HQ Dec 2024). Proprietary trading / market-making operations. Office only — no on-site data centre or named compute facility disclosed. Office pin, not a documented compute site.",confirmed,2,https://opengovsg.com/corporate/202108542H
Winton,"Winton London HQ — One Hooper's Court (hybrid-cloud / on-prem compute, symbolic)",on_prem_hq,self,London,United Kingdom,"One Hooper's Court, Knightsbridge, London, SW3 1AF, United Kingdom",51.501,-0.161,approximate,operational,,,,,"No named data centre, colocation hall, self-build DC, cloud region/provider, or MW figure exists in the public record. Winton discloses only a self-described 'hybrid-cloud environment' with 'scalable and containerised processes' operated by its technology teams; the confirmed HQ at One Hooper's Court is the only source-stated location anchoring that compute. Symbolic HQ pin — the on-prem/cloud spl",inferred,5,https://www.winton.com/news/winton-london-hq-relocates-to-knightsbridge
Wolverine Trading,Wolverine Trading HQ / downtown Chicago data center (Insurance Exchange Building),on_prem_hq,self,Chicago,United States,"175 West Jackson Blvd, Suite 200, Chicago, IL 60604",41.878063,-87.633289,exact,operational,,,,,"Wolverine HQ at 175 W Jackson Blvd (Insurance Exchange Building); occupancy current (contact page + Savills lease extension). The project architect's copy establishes that a ""downtown Chicago data center"" existed and was being outgrown circa 2008, which is why the Lombard facility was built. No source confirms the size, MW, or that a compute hall STILL operates at this address today, so the on-pre",reported,3,https://www.wolve.com/contact
WorldQuant,"WorldQuant HQ, Old Greenwich CT (compute undisclosed / symbolic)",undisclosed,self,Old Greenwich,USA,"1700 East Putnam Ave., 3rd Floor, Old Greenwich, CT 06870",41.0327,-73.5637,approximate,operational,,,,,"Global HQ of WorldQuant (systematic quant hedge fund, founded 2007, HQ Old Greenwich CT). The firm runs an industrial-scale 'Alpha Factory' via its BRAIN/WebSim simulation platform, but NO public source names any self-built data centre, colocation hall, cloud region, or on-prem HPC/GPU room, and none states MW, CPU or GPU counts. This building is a multi-tenant Class A office property (formerly Fo",inferred,4,https://www.worldquant.com/contact/
XTX Markets,"XTX Markets research supercomputer, Iceland (GPU cluster; city and operator undisclosed)",colocation,undisclosed (Iceland colocation provider; not named in any public source),"Iceland — city not disclosed (an XTX branch is registered in Reykjavik, but no source ties the compute to a specific city)",Iceland,,64.9631,-19.0208,symbolic,operational,"~25,000+ GPUs reported (Lex reports ~10,000 A100 + ~10,000 V100)",Nvidia A100 and V100 (press-reported composition; not firm-stated),,,"XTX's existing ML research cluster, described in FT's Alex Gerko profile as a 'supercomputer in Iceland' with ~25,000 AI chips. A-Team Insight (quoting XTX) confirms XTX 'currently operates its computational research from a supercomputer in Iceland' with 'over 25,000 GPUs' and 650 petabytes of storage, and that XTX's 'need for compute has outgrown available leasing options' (motivating the Kajaani",reported,3,https://www.techmeme.com/241014/p7
Yanfu (衍复),"Yanfu Investments HQ (Poly Westbank Center, Shanghai)",office_hpc,self,Shanghai,China,"Poly Westbank Center, Tower C, 7F, 275 Ruiping Road, Xuhui District, Shanghai",31.1737,121.4585,approximate,operational,,,,,"The firm's own site and Chinese finance press describe Yanfu relying on 'high-performance computing clusters' (高性能的计算集群) and 'high-throughput big-data platforms' (高吞吐量的大数据平台) plus 'data platforms & research infrastructure'. No named data-center or colocation facility, no server/GPU counts, and no MW figure appear anywhere in the public record. This pin marks the only source-stated location (the Sh",inferred,2,https://yanfuinvestments.com/about
Zhuoshi Private Fund (卓识私募基金),"Zhuoshi HQ — U-Center (优盛大厦), Wudaokou, Haidian, Beijing",on_prem_hq,self,Beijing,China,"北京市海淀区成府路28号优盛大厦D座909 (U-Center / 优盛大厦, Block D, Room 909, No.28 Chengfu Road, Wudaokou, Haidian District, Beijing)",39.9968,116.3372,exact,operational,,,,,"Registered office of a ~100bn-yuan-class (百亿) quant/HFT private fund. Firm self-describes a self-developed low-latency, fully-automated algorithmic trading system, heavy IT-infrastructure spend including FPGA hardware acceleration, dedicated-line network optimization, and 多地托管服务器 (multi-site hosted/colocation servers); trades China's two stock exchanges and four futures exchanges. No public source",confirmed,4,https://gs.amac.org.cn/amac-infodisc/res/pof/manager/1703231010104675.html
Zhuoshi Private Fund (卓识私募基金),Zhuoshi Shanghai office (low-latency / FPGA engineering base),office_hpc,self,Shanghai,China,,31.2304,121.4737,city_level,operational,,,,,"Firm's stated base for high-frequency development, FPGA (C++/DMA) and infrastructure-research engineers — the low-latency execution-stack team. Firm recruitment text also states it operates 多地托管服务器 (multi-site hosted/colocation servers) and FPGA hardware acceleration, implying an execution/colocation footprint near the exchange data centres, but NO public source names a specific building, colocati",inferred,3,https://career.hebut.edu.cn/home/company/index/id/15542.html
iRage (iRageCapital Advisory),"iRage HQ / trading operations — Boomerang, Andheri East, Mumbai",on_prem_hq,self,Mumbai,India,,19.1136,72.8877,approximate,operational,,,,,"Primary Mumbai hub across three units (309, 111, A-104/A) at the Boomerang complex, Andheri East (firm-stated). Firm describes low-latency/market-making systems handling millions of orders daily but discloses no server counts, GPU, or MW. This is an office/HQ, not a documented data-center/compute hall. No self-built DC, GPU cluster, or power figure is anywhere in the public record.",confirmed,2,https://irage.in/contact.php
